SrNo.,SchemeId,LocationId,District,Taluka,Name of Schemes,Region,Type,OSL,FRL,PWL,Design Storage in MCM,,,Present Storage in MCM,,,PercentageFilling %,RF,CRF,Type ofWarning,InflowinCusecs,OutflowRiverinCusecs,outflowCanalinCusecs
91,79,65,Botad,Gadhada,Malpara,Sau,G,73,78.1,77.8,6.90,6.40,0.50,5.70,5.20,0.50,82.61%,0,300,ALERT,0,0,0
93,2,58,Botad,Ranpur,Utavali,Sau,G,47.3,49.3,49.3,9.01,6.91,2.10,9.01,6.91,2.10,100%,0,645,HIGHALERT,0,0,0
16,40,14,Chhotaudepur,Jetpur pavi,Sukhi,CG,G,134,147.82,145.95,173.01,163.22,9.79,130.13,120.34,9.79,75.22%,0,679,WARNING,0,0,0
17,41,15,Chhotaudepur,Kawant,Rami,CG,UG,184,196.35,190.8,4.55,4.49,0.06,1.15,1.09,0.06,25.27%,0,335,NIL,0,0,0
20,23,26,Dahod,Devgadh baria,WNKL.-BHEY,CG,UG,214.9,223.57,219.9,13.30,11.69,1.61,6.58,4.97,1.61,49.47%,0,490,NIL,0,0,0
18,25,25,Dahod,Dhanpur,Edalwada,CG,FG,228.5,237.3,236.2,14.08,13.28,0.80,10.91,10.11,0.80,77.49%,0,544,WARNING,0,0,0
19,18,21,Dahod,Garbada,Patadungari,CG,UG,160.02,170.84,167.55,41.05,39.64,1.41,19.47,18.06,1.41,47.43%,0,247,NIL,0,0,0
25,24,22,Dahod,Limkheda,Umaria,CG,UG,270.93,280,280,13.54,11.67,1.87,13.54,11.67,1.87,100%,0,393,HIGHALERT,0,0,0
21,16,23,Dahod,Singvad,Hadaf,CG,G,161.5,166.2,164.35,22.09,17.27,4.82,13.48,8.66,4.82,61.02%,0,380,NIL,100,0,0
23,22,24,Dahod,Singvad,Kabutari,CG,UG,180.6,186.3,186,9.58,8.07,1.51,8.85,7.34,1.51,92.38%,0,355,HIGHALERT,245,0,0
24,26,17,Dahod,Zalod,Kali - II,CG,UG,250,257,257.1,14.52,10.91,3.61,14.52,10.91,3.61,100%,0,140,HIGHALERT,353,353,0
22,21,18,Dahod,Zalod,Machchhanala,CG,UG,271.31,277.64,275.9,27.75,21.82,5.93,19.02,13.09,5.93,68.54%,10,195,NIL,0,0,0
108,123,137,DevbhumiDwarka,Bhanvad,Kabarka,Sau,UG,92.2,96.85,92.9,4.30,4.06,0.24,0.41,0.17,0.24,9.53%,10,330,NIL,60,0,0
100,195,131,DevbhumiDwarka,Bhanvad,Minsar (V),Sau,UG,85.5,91.8,90.4,5.85,5.54,0.31,3.38,3.07,0.31,57.78%,25,355,NIL,130,0,0
103,115,141,DevbhumiDwarka,Bhanvad,Sonmati,Sau,FG,72,78.5,78.5,7.40,7.09,0.31,7.40,7.09,0.31,100%,0,355,HIGHALERT,40,40,0
109,100,138,DevbhumiDwarka,Bhanvad,Vartu-I,Sau,UG,32,39.01,35.6,11.83,11.59,0.24,2.81,2.57,0.24,23.75%,0,335,NIL,0,0,0
102,109,142,DevbhumiDwarka,Bhanvad,Vartu-II,Sau,G,31.75,39.95,35.85,25.60,24.03,1.57,7.52,5.95,1.57,29.37%,0,270,NIL,170,0,0
105,118,139,DevbhumiDwarka,Bhanvad,Veradi,Sau,UG,80,85.15,84.15,6.42,6.31,0.11,4.18,4.07,0.11,65.11%,50,380,NIL,100,0,0
99,194,140,DevbhumiDwarka,Bhanvad,Veradi-II,Sau,UG,57.6,65.4,63.05,9.79,9.57,0.22,4.36,4.14,0.22,44.54%,15,360,NIL,260,0,0
110,95,147,DevbhumiDwarka,Jamkalyanpur,Sani,Sau,G,13.65,17.25,11.15,39.02,32.18,6.84,0.32,0.00,0.32,0.82%,35,655,NIL,0,0,0
104,117,146,DevbhumiDwarka,Jamkalyanpur,Shedhabhadthari,Sau,UG,28,32.5,26.5,5.62,4.99,0.63,0.22,0.00,0.22,3.91%,5,270,NIL,0,0,0
101,104,145,DevbhumiDwarka,Jamkhambhalia,Gadhaki,Sau,UG,25.1,30,27.1,9.34,9.14,0.20,1.57,1.37,0.20,16.81%,35,430,NIL,70,0,0
107,97,149,DevbhumiDwarka,Jamkhambhalia,Ghee,Sau,UG,34.44,40.54,38.44,10.97,10.89,0.08,4.56,4.48,0.08,41.57%,0,325,NIL,0,0,0
106,122,148,DevbhumiDwarka,Kalyanpur,Sindhani,Sau,UG,13,16.35,15.55,8.73,7.96,0.77,5.78,5.01,0.77,66.21%,60,515,NIL,283,0,0
114,127,89,Gir Somnath,Gir-Gadhada,Machhundri,Sau,UG,99.5,109.5,108.65,31.84,26.70,5.14,28.14,23.00,5.14,88.38%,10,370,ALERT,86,0,0
113,126,88,Gir Somnath,Gir-Gadhada,Raval,Sau,G,129.85,148.85,142.455,26.73,24.00,2.73,14.21,11.48,2.73,53.16%,0,290,NIL,0,0,0
112,124,90,Gir Somnath,Gir-Gadhada,Shingoda,Sau,G,122.78,141.58,140.23,36.40,36.07,0.33,29.43,29.10,0.33,80.85%,6,525,ALERT,182,182,0
111,125,92,Gir Somnath,Talala,Hiran-II,Sau,G,62.42,71.26,69.09,38.58,35.02,3.56,24.17,20.61,3.56,62.65%,0,327,NIL,0,0,0
124,106,164,Jamnagar,Dhrol,Und-II,Sau,G,14.5,18.25,12.15,37.12,32.87,4.25,0.55,0.00,0.55,1.48%,50,475,NIL,0,0,0
117,99,132,Jamnagar,Jamjodhpur,Dia-Minsar,Sau,UG,71.5,75.4,72.25,11.11,8.87,2.24,3.63,1.39,2.24,32.67%,0,320,NIL,363,0,0
126,110,126,Jamnagar,Jamjodhpur,Fulzar (KB),Sau,G,88.4,95.85,94.85,18.03,16.28,1.75,13.19,11.44,1.75,73.16%,0,210,WARNING,145,145,0
134,103,128,Jamnagar,Jamjodhpur,Umiyasagar,Sau,G,68,71.05,69.5,1.55,1.37,0.18,0.85,0.67,0.18,54.84%,0,265,NIL,222,222,0
118,107,160,Jamnagar,Jamnagar,Kankavati,Sau,G,26.5,30.5,27.65,6.82,6.39,0.43,1.08,0.65,0.43,15.84%,20,340,NIL,0,0,0
125,108,156,Jamnagar,Jamnagar,Rangmati,Sau,G,38.5,43.2,42.6,3.36,3.20,0.16,2.64,2.48,0.16,78.57%,0,290,WARNING,155,155,0
123,105,157,Jamnagar,Jamnagar,Ruparel,Sau,UG,45.05,48.2,48,4.27,3.74,0.53,3.88,3.35,0.53,90.87%,0,265,HIGHALERT,0,0,0
128,114,158,Jamnagar,Jamnagar,Sapada,Sau,UG,27.13,32.77,32.48,5.56,5.27,0.29,5.02,4.73,0.29,90.29%,0,255,HIGHALERT,0,0,0
120,94,163,Jamnagar,Jamnagar,Und-I,Sau,G,90.1,98,95.45,69.05,65.95,3.10,36.54,33.44,3.10,52.92%,0,215,NIL,0,0,0
116,101,159,Jamnagar,Jamnagar,Vijarkhi,Sau,UG,22.86,30.47,28.5,9.70,9.70,0.00,5.16,5.16,0.00,53.20%,0,280,NIL,0,0,0
135,206,155,Jamnagar,Jamnagar,Wagadiya,Sau,UG,60.2,62.05,62.05,2.27,1.25,1.02,2.27,1.25,1.02,100%,0,340,HIGHALERT,16,16,0
130,119,162,Jamnagar,Jamnagar,Wodisang,Sau,UG,72.7,76.5,75.9,7.85,5.58,2.27,6.46,4.19,2.27,82.29%,0,275,ALERT,0,0,0
127,111,174,Jamnagar,Jodiya,Aji-IV,Sau,G,14.45,20.4,14.64,39.83,37.49,2.34,2.58,0.24,2.34,6.48%,5,230,NIL,305,0,0
122,98,127,Jamnagar,Kalavad,Fulzar-I,Sau,UG,17.98,24.69,24.5,11.36,11.22,0.14,10.61,10.47,0.14,93.40%,0,240,HIGHALERT,0,0,0
133,113,121,Jamnagar,Kalavad,Phophal-II,Sau,UG,125,129.33,125.74,6.13,5.89,0.24,0.55,0.31,0.24,8.97%,0,285,NIL,0,0,0
131,121,161,Jamnagar,Kalavad,Und-III,Sau,UG,106.6,110.6,107.63,4.69,3.89,0.80,1.32,0.52,0.80,28.14%,0,220,NIL,0,0,0
129,116,150,Jamnagar,Lalpur,Fulzar-II,Sau,UG,47.55,52.12,52.12,3.10,2.83,0.27,3.10,2.83,0.27,100%,0,295,HIGHALERT,203,203,0
115,102,151,Jamnagar,Lalpur,Puna,Sau,UG,19.81,24.39,22.86,7.83,7.77,0.06,3.44,3.38,0.06,43.93%,0,130,NIL,0,0,0
132,120,152,Jamnagar,Lalpur,Rupavati,Sau,UG,72.75,77.3,74.2,2.76,2.63,0.13,0.51,0.38,0.13,18.48%,15,315,NIL,40,0,0
121,96,153,Jamnagar,Lalpur,Sasoi,Sau,UG,22.25,28.95,28.19,37.97,37.97,0.00,30.18,30.18,0.00,79.48%,0,180,WARNING,0,0,0
119,205,154,Jamnagar,Lalpur,Sasoi-II,Sau,UG,100,104.4,103.7,2.43,2.02,0.41,1.80,1.39,0.41,74.07%,10,230,WARNING,8,0,0
140,139,97,Junagadh,Bhesan,Mota-Gujariya,Sau,UG,132.77,140.02,138.68,7.64,7.55,0.09,4.51,4.42,0.09,59.03%,0,365,NIL,196.19,0,0
136,128,101,Junagadh,Bhesan,Uben,Sau,UG,100.61,107.61,102.8,16.20,15.60,0.60,2.34,1.74,0.60,14.44%,0,187,NIL,0,0,0
149,131,102,Junagadh,Junagadh,Hasanapur,Sau,UG,137.77,148.13,146.14,8.40,8.19,0.21,5.88,5.67,0.21,70.00%,10,325,WARNING,0,0,0
148,132,98,Junagadh,Junagadh,Ozat-II,Sau,G,72.5,77.5,76.2,36.20,27.71,8.49,27.03,18.54,8.49,74.67%,8,529,WARNING,435,435,0
146,133,105,Junagadh,Maliya Hatina,Vrajmi,Sau,G,84.6,94,84.8,10.35,10.10,0.25,0.28,0.03,0.25,2.71%,5,420,NIL,65,0,0
143,136,106,Junagadh,Manavadar,Bantva-Kharo,Sau,G,13.8,16.25,16,6.68,5.76,0.92,5.62,4.71,0.92,84.13%,80,465,ALERT,515,515,0
137,140,91,Junagadh,Mendarda,Hiran-I,Sau,UG,31.24,44.2,41.46,20.22,19.64,0.58,13.15,12.57,0.58,65.03%,0,563,NIL,0,0,0
147,129,103,Junagadh,Mendarda,Madhuvanti,Sau,UG,149.65,165.19,162.6,11.65,11.30,0.35,7.10,6.75,0.35,60.94%,15,488,NIL,68.66,0,0
142,137,99,Junagadh,Vanthali,Ozat-Weir,Sau,G,29.8,32.8,30,1.95,1.88,0.07,0.09,0.02,0.07,4.62%,23,550,NIL,1165.4,1165.4,0
141,138,100,Junagadh,Vanthali,Ozat-Weir(Vanthali),Sau,G,25,27.5,25.2,1.79,1.54,0.25,0.34,0.09,0.25,18.99%,28,480,NIL,1440.85,1440.85,0
138,198,104,Junagadh,Vanthali,Sabali,Sau,G,39.05,43.75,41.73,7.20,6.14,1.06,3.10,2.04,1.06,43.06%,0,416,NIL,63.76,0,0
145,134,94,Junagadh,Visavadar,Ambajal,Sau,G,171.8,182.31,180.5,10.55,9.60,0.95,7.62,6.67,0.95,72.23%,0,400,WARNING,314.04,314.04,0
144,135,95,Junagadh,Visavadar,Draphad,Sau,G,117.5,124,123,9.62,9.29,0.33,7.10,6.77,0.33,73.80%,4,304,WARNING,0,0,0
139,141,96,Junagadh,Visavadar,Jhanjeshri,Sau,UG,140.15,149.96,145.55,10.03,9.79,0.24,3.20,2.96,0.24,31.90%,29,273,NIL,0,0,0
150,130,93,Junagadh,Visavadar,Prempara,Sau,UG,120.5,127.5,120.9,1.33,1.27,0.06,0.07,0.01,0.06,5.26%,0,412,NIL,0,0,0
62,60,201,Kachchh,Abdasa,Berachia,Kutch,UG,65.7,70.4,70.4,6.86,5.51,1.35,6.86,5.51,1.35,100%,0,390,HIGHALERT,0,0,0
60,58,199,Kachchh,Abdasa,Jangdia,Kutch,UG,34.7,38.6,35.5,9.04,6.85,2.19,3.03,0.84,2.19,33.52%,19,213,NIL,0,0,0
54,52,202,Kachchh,Abdasa,Kankawati,Kutch,UG,123.74,131.67,131.67,10.51,9.83,0.68,10.50,9.82,0.68,99.90%,0,526,HIGHALERT,0,0,0
65,64,200,Kachchh,Abdasa,Mitti,Kutch,UG,14.45,18.65,18.4,20.24,16.27,3.96,18.71,14.75,3.96,92.44%,21,260,HIGHALERT,535.44,0,0
47,45,206,Kachchh,Anjar,Tappar,Kutch,G,29.87,40.85,39.02,49.03,48.79,0.24,31.82,31.58,0.24,64.90%,17,191,NIL,0,0,0
56,54,191,Kachchh,Bhuj,Kaila,Kutch,UG,65.24,79.25,79.25,8.54,8.54,0.00,8.54,8.54,0.00,100%,8,323,HIGHALERT,0,0,0
58,56,189,Kachchh,Bhuj,Kaswati,Kutch,UG,43.89,51.2,46.35,8.20,7.96,0.24,1.52,1.28,0.24,18.54%,0,200,NIL,0,0,0
50,48,190,Kachchh,Bhuj,Rudramata,Kutch,UG,54.55,66.44,59.1,59.92,54.97,4.95,17.51,12.56,4.95,29.22%,20,257,NIL,0,0,0
48,46,198,Kachchh,Lakhpat,Godhatad,Kutch,UG,16.35,23,20,13.99,12.69,1.30,6.12,4.82,1.30,43.75%,14,127,NIL,0,0,0
51,49,196,Kachchh,Lakhpat,Nara,Kutch,UG,18.28,27.43,22.6,39.70,38.21,1.49,9.87,8.38,1.49,24.86%,0,71,NIL,0,0,0
49,47,197,Kachchh,Lakhpat,Sanandro,Kutch,UG,51.2,59.75,54.2,10.35,10.10,0.25,1.45,1.20,0.25,14.01%,15,99,NIL,0,0,0
46,63,203,Kachchh,Mandvi,Don,Kutch,UG,44.6,47.75,47.75,2.28,1.39,0.89,2.28,1.39,0.89,100%,18,336,HIGHALERT,142.32,142.32,0
59,57,204,Kachchh,Mundra,Gajod,Kutch,UG,82.3,90.85,86.8,7.71,7.37,0.34,2.53,2.19,0.34,32.81%,20,265,NIL,24,0,0
64,62,205,Kachchh,Mundra,Kalaghogha,Kutch,UG,31.5,37,37,4.98,4.26,0.72,4.98,4.26,0.72,100%,11,488,HIGHALERT,0,0,0
53,51,193,Kachchh,Nakhatrana,Bhukhi,Kutch,UG,62.05,73,69.5,15.58,14.58,1.00,7.75,6.75,1.00,49.74%,0,236,NIL,0,0,0
63,61,195,Kachchh,Nakhatrana,Gajansar,Kutch,UG,26.21,30,29.2,5.98,3.90,2.08,5.06,2.98,2.08,84.62%,0,82,ALERT,0,0,0
55,53,194,Kachchh,Nakhatrana,Mathal,Kutch,UG,73.44,83.18,82.6,12.29,11.19,1.10,10.19,9.09,1.10,82.91%,11,358,ALERT,0,0,0
52,50,192,Kachchh,Nakhatrana,Niruna,Kutch,UG,34.44,43.58,43.58,27.17,22.98,4.19,27.17,22.98,4.19,100%,14,326,HIGH,0,0,0
61,59,187,Kachchh,Rapar,Fatehgadh,Kutch,UG,19.5,22.7,21.4,4.04,3.99,0.05,1.36,1.30,0.05,33.66%,0,102,NIL,0,0,0
57,55,188,Kachchh,Rapar,Suvi,Kutch,UG,38.1,42.67,41,8.85,8.13,0.71,3.94,3.23,0.71,44.52%,0,284,NIL,0,0,0
26,202,42,Kheda,Kapadvanj,Varansi,CG,G,78,81,76.43,3.18,2.62,0.56,0.20,0.00,0.20,6.29%,0,201,NIL,0,0,0
10,13,32,Mahesana,Satlasana,Dharoi,NG,G,175.87,189.59,187.53,813.14,745.63,67.51,610.98,543.47,67.51,75.14%,6,750,WARNING,4258,0,0
28,12,28,Mahisagar,Balasinor,Wanakbori,CG,UG,60.05,67.3,67.13,41.88,36.22,5.66,40.96,35.30,5.66,97.80%,20,299,NIL,3700,300,3750
30,17,19,Mahisagar,Kadana,Kadana,CG,G,99.06,127.71,122.05,1249.30,1191.70,57.60,733.61,676.01,57.60,58.72%,5,332,NIL,4159,0,215
27,19,20,Mahisagar,Khanpur,Bhadar (P),CG,G,110.95,123.72,116.5,30.95,29.23,1.72,8.16,6.44,1.72,26.37%,0,187,NIL,0,0,0
29,14,27,Mahisagar,Lunawada,Panam,CG,G,106.68,127.41,125.4,578.19,552.97,25.22,449.22,424.00,25.22,77.69%,0,411,WARNING,340,0,675
153,189,184,Morbi,Halvad,Brahmani,Sau,UG,56.39,64.62,64.62,58.33,56.29,2.04,58.33,56.29,2.04,100%,17,170,HIGHALERT,0,0,0
154,200,185,Morbi,Halvad,Brahmani-II,Sau,G,39.15,44.5,42.3,19.80,18.50,1.30,8.63,7.33,1.30,43.59%,20,195,NIL,0,0,100
158,112,177,Morbi,Morbi,Demi - III,Sau,G,21.65,25.6,19.35,9.60,8.47,1.13,0.26,0.00,0.26,2.71%,20,215,NIL,0,0,0
156,166,182,Morbi,Morbi,Ghodadhroi,Sau,G,93.12,98.3,98,6.88,5.55,1.33,6.45,5.12,1.33,93.75%,79,274,HIGHALERT,100,100,0
160,150,181,Morbi,Morbi,Machchhu-II,Sau,G,47.24,57.3,53.55,87.90,84.10,3.80,33.19,29.39,3.80,37.76%,20,237,NIL,320,0,0
155,203,183,Morbi,Morbi,Machchhu-III,Sau,G,22.35,28.7,27,7.99,6.46,1.53,5.42,3.89,1.53,67.83%,44,455,NIL,209,209,0
152,178,173,Morbi,Tankara,Bangawadi,Sau,FG,36.36,42.65,37.4,7.67,7.58,0.09,0.34,0.25,0.09,4.43%,5,205,NIL,0,0,0
151,172,175,Morbi,Tankara,Demi - I,Sau,FG,53.34,60.35,55.15,22.17,22.10,0.07,2.05,1.98,0.07,9.25%,0,210,NIL,0,0,0
157,164,176,Morbi,Tankara,Demi - II,Sau,G,42,48,45.1,21.33,19.91,1.42,6.29,4.87,1.42,29.49%,47,304,NIL,180,0,0
159,158,180,Morbi,Wankaner,Machchhu - I,Sau,UG,122.53,135.33,133.71,68.95,68.95,0.00,43.76,43.76,0.00,63.47%,0,310,NIL,0,0,0
38,6,13,Narmada,Nandod,Karjan,SG,G,78,115.25,108.4,538.75,514.65,24.10,358.68,334.58,24.10,66.58%,0,439,NIL,5373,5373,0
36,8,5,Narmada,Sagbara,Chopadvav,SG,FG,176.4,187.4,187.43,7.18,7.18,0.00,7.18,7.18,0.00,100%,11,731,HIGHALERT,68,68,0
37,11,6,Narmada,Sagbara,Kakdi-Amba,SG,FG,177.21,187.71,187.15,7.31,7.29,0.02,6.53,6.51,0.02,89.33%,3,602,ALERT,57,0,0
39,43,2,Navsari,Vansada,Jhuj,SG,UG,147,167.5,167.6,28.65,27.58,1.07,24.70,23.63,1.07,86.21%,8,1102,ALERT,239.4,239.4,0
40,44,3,Navsari,Vansada,Kelia,SG,UG,98.1,113.4,113.5,19.98,19.23,0.75,17.70,16.95,0.75,88.59%,13,1264,ALERT,263,263,0
32,20,29,Panchmahal,Ghoghamba,Karad,CG,FG,123.44,140.08,137.6,42.45,40.06,2.39,30.24,27.85,2.39,71.24%,0,683,WARNING,80,0,50
31,15,16,Panchmahal,Halol,Deo,CG,G,80,89.65,87,67.95,61.35,6.59,37.22,30.63,6.59,54.78%,0,814,NIL,0,0,0
168,145,107,Porbandar,Kutiyana,Amipur,Sau,G,3.35,5.64,5.01,30.00,28.85,1.15,19.95,18.80,1.15,66.50%,60,352,NIL,637.33,0,0
161,146,136,Porbandar,Kutiyana,Kalindri,Sau,UG,45.82,52.23,49.3,7.22,6.50,0.72,2.71,1.99,0.72,37.53%,25,367,NIL,0,0,0
163,199,130,Porbandar,Kutiyana,Saran,Sau,G,33.5,37,36.5,1.69,1.62,0.07,1.24,1.17,0.07,73.37%,15,285,WARNING,244.44,244.44,0
164,147,144,Porbandar,Porbandar,Advana,Sau,UG,20.15,24,20.8,2.61,2.21,0.40,0.54,0.14,0.40,20.69%,0,338,NIL,0,0,0
167,144,143,Porbandar,Porbandar,Sorthi,Sau,UG,89.75,95.5,95.5,8.46,7.01,1.45,8.46,7.01,1.45,100%,0,400,HIGHALERT,104,104,0
166,143,134,Porbandar,Ranavav,Khambhala,Sau,UG,29.26,39.63,37.62,15.37,15.33,0.04,9.14,9.10,0.04,59.47%,96,426,NIL,1712.45,0,0
165,142,133,Porbandar,Ranavav,Phodarness,Sau,UG,82.3,93.57,90.98,23.65,22.26,1.39,15.93,14.54,1.39,67.36%,80,425,NIL,1001.36,0,0
